ID_Venda;Data_Compra;Ano;Mes;Evento;Cidade;Estado;Regiao;Categoria_Evento;Publico_Alvo;Canal_Aquisicao;Tipo_Ingresso;Forma_Pagamento;Status_Venda;Genero_Cliente;Idade_Cliente;Preco_Ingresso_BRL;Quantidade;Valor_Bruto_BRL;Desconto_BRL;Receita_Liquida_BRL;Custo_Evento_BRL;Curtidas_Campanha;Compartilhamentos_Campanha;Novos_Seguidores;Satisfacao;Sentimento_Publico
119;2026-02-07;2026;2;CCXP;Salvador;BA;Nordeste;Anime;Adulto;Instagram;Pista;Cartão Crédito;Check-in realizado;Feminino;53;98,98;1;98,98;9,90;89,08;58,92;1166;144;75;2;Negativo
120;2025-12-15;2025;12;Encontro Cosplay;Belém;PA;Norte;Cosplay;Adolescente;Instagram;Meet & Greet;Cartão Crédito;Confirmado;Feminino;15;359,81;1;359,81;35,98;323,83;206,34;1936;360;155;7;Positivo
121;2025-12-08;2025;12;CCXP;Belo Horizonte;MG;Sudeste;Games;Adulto;Twitch;Meet & Greet;Pix;Confirmado;Masculino;48;757,60;1;757,60;113,64;643,96;428,01;821;219;55;8;Muito positivo
122;2025-01-03;2025;1;Anime Friends;Manaus;AM;Norte;Anime;Adulto;Email Marketing;Pista;Cartão Crédito;Confirmado;Feminino;36;96,65;3;289,95;0,00;289,95;127,62;215;49;22;10;Muito positivo
123;2025-01-21;2025;1;Brasil Game Show;Florianópolis;SC;Sul;E-sports;Jovem adulto;YouTube;Pista;Pix;Confirmado;Masculino;27;188,00;2;376,00;0,00;376,00;200,66;1086;202;58;1;Negativo
124;2026-03-25;2026;3;Maratona Streamer;Manaus;AM;Norte;E-sports;Jovem adulto;Indicação;Pista;Cartão Débito;Cancelado;Feminino;31;113,98;1;113,98;22,80;0,00;11,77;66;8;4;4;Negativo
125;2025-01-13;2025;1;Anime Friends;Rio de Janeiro;RJ;Sudeste;E-sports;Família;TikTok;Pista;Pix;Confirmado;Masculino;38;155,33;3;466,00;46,60;419,40;238,54;466;102;32;2;Neutro
126;2026-04-25;2026;4;Torneio E-sports;Fortaleza;CE;Nordeste;Games;Jovem adulto;YouTube;Pista;Pix;Check-in realizado;Masculino;20;125,35;2;250,70;0,00;250,70;93,94;1897;175;152;9;Positivo
127;2026-04-21;2026;4;Maratona Streamer;Rio de Janeiro;RJ;Sudeste;Cultura Geek;Jovem adulto;Instagram;VIP;Cartão Crédito;Confirmado;Masculino;48;186,95;1;186,95;18,70;168,25;110,43;1721;74;38;8;Positivo
128;2025-09-06;2025;9;CCXP;São Paulo;SP;Sudeste;Tecnologia;Adolescente;TikTok;Pista;Cartão Crédito;Check-in realizado;Não informado;50;97,82;3;293,47;29,35;264,12;133,90;1060;102;77;4;Negativo
129;2025-06-04;2025;6;Torneio E-sports;Belo Horizonte;MG;Sudeste;Games;Jovem adulto;Instagram;Online;Boleto;Confirmado;Feminino;52;34,78;2;69,57;10,44;59,13;36,45;278;50;25;5;Muito positivo
130;2025-08-14;2025;8;Festival K-pop;Belém;PA;Norte;K-pop;Adolescente;Instagram;VIP;Pix;Confirmado;Masculino;24;360,02;2;720,05;36,00;684,05;306,24;1267;331;113;9;Positivo
131;2025-05-11;2025;5;Campus Party;Indaiatuba;SP;Sudeste;Tecnologia;Adulto;TikTok;Pista;Pix;Check-in realizado;Masculino;52;81,49;2;162,97;0,00;162,97;57,15;4519;299;205;2;Neutro
132;2025-12-16;2025;12;Encontro Cosplay;Goiânia;GO;Centro-Oeste;Anime;Creator/Influencer;YouTube;Meet & Greet;Boleto;Confirmado;Masculino;54;439,20;2;878,40;0,00;878,40;348,39;488;135;27;6;Muito positivo
133;2025-01-03;2025;1;Brasil Game Show;Campinas;SP;Sudeste;Anime;Adulto;YouTube;Pista;Pix;Check-in realizado;Masculino;24;120,45;1;120,45;6,02;114,43;59,27;278;76;30;6;Positivo
134;2026-01-23;2026;1;Anime Friends;São Paulo;SP;Sudeste;Cosplay;Família;Email Marketing;Pista;Pix;Confirmado;Masculino;33;180,66;1;180,66;27,10;153,56;93,39;110;19;9;1;Negativo
135;2025-12-08;2025;12;Brasil Game Show;Fortaleza;CE;Nordeste;E-sports;Jovem adulto;YouTube;Camarote;Pix;Confirmado;Masculino;33;361,89;2;723,78;0,00;723,78;265,17;2501;421;187;6;Neutro
136;2026-02-16;2026;2;CCXP;Goiânia;GO;Centro-Oeste;Cultura Geek;Creator/Influencer;TikTok;Pista;Pix;Check-in realizado;Masculino;16;181,16;1;181,16;54,35;126,81;103,92;909;73;46;9;Muito positivo
137;2026-04-22;2026;4;Festival K-pop;Campinas;SP;Sudeste;Games;Creator/Influencer;Instagram;Pista;Carteira Digital;Check-in realizado;Feminino;31;130,97;1;130,97;6,55;124,42;86,37;1079;288;51;10;Muito positivo
138;2025-10-04;2025;10;Encontro Cosplay;Manaus;AM;Norte;Games;Adolescente;Email Marketing;Pista;Cartão Crédito;Confirmado;Feminino;34;107,96;1;107,96;0,00;107,96;68,85;90;12;6;7;Muito positivo
139;2025-06-20;2025;6;Maratona Streamer;Porto Alegre;RS;Sul;Tecnologia;Creator/Influencer;YouTube;VIP;Pix;Confirmado;Feminino;52;390,38;1;390,38;39,04;351,34;227,00;180;27;4;8;Positivo
140;2026-02-27;2026;2;Lançamento Indie;Recife;PE;Nordeste;K-pop;Jovem adulto;TikTok;Pista;Cartão Débito;Confirmado;Feminino;54;138,73;4;554,91;55,49;499,42;370,93;452;44;23;1;Negativo
141;2025-01-29;2025;1;Lançamento Indie;Rio de Janeiro;RJ;Sudeste;Games;Adulto;YouTube;VIP;Pix;Confirmado;Feminino;29;281,51;2;563,01;84,45;478,56;337,40;853;192;24;10;Positivo
142;2025-07-06;2025;7;Feira Geek Local;Indaiatuba;SP;Sudeste;E-sports;Jovem adulto;Instagram;Meet & Greet;Pix;Confirmado;Não informado;50;354,79;3;1064,38;0,00;1064,38;740,58;1050;50;33;7;Positivo
143;2026-05-09;2026;5;Feira Geek Local;Belém;PA;Norte;E-sports;Adulto;TikTok;Camarote;Pix;Check-in realizado;Feminino;36;451,97;1;451,97;0,00;451,97;310,76;1370;169;129;6;Positivo
144;2025-05-26;2025;5;Festival K-pop;Manaus;AM;Norte;E-sports;Família;Instagram;Pista;Pix;Confirmado;Feminino;40;45,50;1;45,50;0,00;45,50;30,31;1129;200;74;6;Muito positivo
145;2025-04-23;2025;4;Feira Geek Local;Salvador;BA;Nordeste;Tecnologia;Adulto;Indicação;Camarote;Cartão Crédito;Confirmado;Feminino;28;293,90;4;1175,61;0,00;1175,61;614,77;119;23;5;9;Positivo
146;2026-01-21;2026;1;Campus Party;Indaiatuba;SP;Sudeste;Games;Adolescente;Instagram;Pista;Cartão Débito;Confirmado;Feminino;30;60,06;1;60,06;3,00;57,06;24,89;308;32;12;7;Positivo
147;2025-10-14;2025;10;Campus Party;Manaus;AM;Norte;K-pop;Adolescente;Instagram;Pista;Boleto;Check-in realizado;Feminino;15;124,24;2;248,47;0,00;248,47;88,85;833;90;50;2;Negativo
148;2025-01-05;2025;1;Brasil Game Show;Porto Alegre;RS;Sul;Quadrinhos;Jovem adulto;Instagram;Camarote;Pix;Confirmado;Feminino;39;722,34;1;722,34;72,23;650,11;476,94;2187;507;232;6;Positivo
149;2025-07-31;2025;7;Anime Friends;Florianópolis;SC;Sul;Cultura Geek;Creator/Influencer;TikTok;VIP;Cartão Crédito;Check-in realizado;Feminino;44;372,27;1;372,27;0,00;372,27;206,48;1453;333;91;9;Muito positivo
150;2025-02-12;2025;2;CCXP;Salvador;BA;Nordeste;Games;Adolescente;YouTube;Pista;Pix;Check-in realizado;Masculino;26;81,54;2;163,08;0,00;163,08;111,32;727;193;88;10;Muito positivo
151;2025-10-02;2025;10;Feira Geek Local;Campinas;SP;Sudeste;Games;Adulto;YouTube;Pista;Pix;Confirmado;Masculino;39;57,11;1;57,11;0,00;57,11;27,46;1094;281;71;6;Positivo
152;2025-01-05;2025;1;Brasil Game Show;Salvador;BA;Nordeste;Games;Família;Twitch;Pista;Pix;Confirmado;Não informado;27;147,95;1;147,95;14,79;133,16;65,84;1021;74;38;5;Positivo
153;2025-08-26;2025;8;CCXP;Goiânia;GO;Centro-Oeste;E-sports;Família;Instagram;Pista;Cartão Crédito;Cancelado;Feminino;44;107,66;1;107,66;10,77;0,00;25,30;486;49;14;5;Muito positivo
154;2025-12-23;2025;12;Anime Friends;Fortaleza;CE;Nordeste;E-sports;Adulto;YouTube;Online;Cartão Débito;Confirmado;Masculino;22;29,60;1;29,60;2,96;26,64;14,06;822;128;69;3;Negativo
155;2025-11-22;2025;11;Lançamento Indie;Rio de Janeiro;RJ;Sudeste;Games;Adolescente;Twitch;Camarote;Cartão Crédito;Confirmado;Não informado;16;608,28;3;1824,85;547,45;1277,40;639,35;1908;206;179;7;Positivo
156;2025-12-10;2025;12;Encontro Cosplay;Fortaleza;CE;Nordeste;K-pop;Adulto;Indicação;Pista;Pix;Confirmado;Masculino;15;129,38;1;129,38;0,00;129,38;90,54;86;3;3;7;Positivo
157;2026-03-25;2026;3;Feira Geek Local;Belo Horizonte;MG;Sudeste;E-sports;Adolescente;Indicação;Pista;Pix;Confirmado;Masculino;22;84,68;1;84,68;0,00;84,68;51,51;898;249;104;2;Neutro
158;2025-04-01;2025;4;Torneio E-sports;Florianópolis;SC;Sul;E-sports;Adulto;Instagram;Pista;Pix;Check-in realizado;Feminino;18;126,93;1;126,93;0,00;126,93;52,62;3331;212;144;4;Negativo
159;2026-02-16;2026;2;Feira Geek Local;Porto Alegre;RS;Sul;E-sports;Creator/Influencer;YouTube;VIP;Pix;Confirmado;Masculino;13;408,23;3;1224,70;122,47;1102,23;875,02;977;59;46;10;Positivo
160;2025-09-13;2025;9;Torneio E-sports;Belo Horizonte;MG;Sudeste;Tecnologia;Adulto;Google;Pista;Boleto;Check-in realizado;Feminino;18;64,76;2;129,52;0,00;129,52;87,46;127;24;8;10;Positivo
161;2026-02-09;2026;2;Torneio E-sports;Manaus;AM;Norte;Cosplay;Adolescente;Indicação;VIP;Cartão Crédito;Confirmado;Masculino;27;193,75;1;193,75;0,00;193,75;112,33;168;33;18;8;Neutro
162;2026-03-30;2026;3;Torneio E-sports;Curitiba;PR;Sul;Games;Família;TikTok;Pista;Pix;Confirmado;Feminino;31;65,05;2;130,10;6,50;123,60;54,45;3680;809;227;8;Positivo
163;2025-10-28;2025;10;Campus Party;Porto Alegre;RS;Sul;Tecnologia;Família;YouTube;Pista;Cartão Crédito;Check-in realizado;Feminino;18;48,73;1;48,73;9,75;38,98;32,62;441;79;39;6;Neutro
164;2026-04-26;2026;4;CCXP;Campinas;SP;Sudeste;Games;Adulto;TikTok;Pista;Cartão Crédito;Check-in realizado;Masculino;37;187,23;2;374,46;18,72;355,74;144,03;812;49;33;2;Neutro
165;2025-03-23;2025;3;Torneio E-sports;Brasília;DF;Centro-Oeste;Anime;Adolescente;Instagram;Pista;Pix;Confirmado;Masculino;43;103,70;3;311,09;15,55;295,54;207,73;500;124;35;8;Negativo
166;2025-05-13;2025;5;Festival K-pop;Brasília;DF;Centro-Oeste;K-pop;Jovem adulto;Email Marketing;VIP;Cartão Crédito;Confirmado;Masculino;49;188,05;2;376,09;0,00;376,09;172,88;89;20;6;9;Muito positivo
167;2026-01-24;2026;1;Brasil Game Show;Salvador;BA;Nordeste;K-pop;Jovem adulto;TikTok;Pista;Cartão Crédito;Check-in realizado;Masculino;32;123,50;1;123,50;0,00;123,50;62,83;646;178;85;1;Neutro
168;2026-05-05;2026;5;Brasil Game Show;Florianópolis;SC;Sul;Games;Família;Indicação;Camarote;Pix;Confirmado;Feminino;36;569,52;1;569,52;56,95;512,57;246,30;143;19;9;6;Positivo
169;2025-12-15;2025;12;Feira Geek Local;Porto Alegre;RS;Sul;Games;Adolescente;Google;Pista;Pix;Confirmado;Não informado;54;126,84;2;253,68;12,68;241,00;81,24;141;15;11;5;Positivo
170;2026-01-05;2026;1;Feira Geek Local;Porto Alegre;RS;Sul;Cosplay;Adolescente;YouTube;Camarote;Pix;Cancelado;Feminino;39;344,18;2;688,37;137,67;0,00;71,10;313;45;27;3;Negativo
171;2025-10-01;2025;10;Festival K-pop;Recife;PE;Nordeste;E-sports;Jovem adulto;Instagram;Camarote;Pix;Check-in realizado;Feminino;13;446,66;2;893,33;134,00;759,33;459,67;634;99;28;9;Positivo
172;2025-07-07;2025;7;Torneio E-sports;Rio de Janeiro;RJ;Sudeste;E-sports;Adulto;Instagram;Online;Cartão Crédito;Confirmado;Não informado;51;65,48;1;65,48;6,55;58,93;24,39;2159;285;217;2;Neutro
173;2026-04-10;2026;4;Brasil Game Show;Curitiba;PR;Sul;E-sports;Adulto;Instagram;Pista;Cartão Crédito;Check-in realizado;Feminino;47;174,75;2;349,50;0,00;349,50;189,30;1320;268;160;1;Neutro
174;2025-08-10;2025;8;Campus Party;Porto Alegre;RS;Sul;Tecnologia;Jovem adulto;Twitch;VIP;Pix;Confirmado;Feminino;34;314,57;1;314,57;0,00;314,57;143,17;304;80;25;9;Muito positivo
175;2026-01-26;2026;1;CCXP;Indaiatuba;SP;Sudeste;Tecnologia;Adolescente;Instagram;Pista;Pix;Confirmado;Não informado;29;120,50;1;120,50;0,00;120,50;47,10;1265;177;120;8;Neutro
176;2025-12-17;2025;12;Campus Party;Brasília;DF;Centro-Oeste;Anime;Jovem adulto;Indicação;Camarote;Cartão Crédito;Check-in realizado;Feminino;28;691,50;1;691,50;0,00;691,50;306,96;142;14;5;8;Neutro
177;2026-02-01;2026;2;Brasil Game Show;Campinas;SP;Sudeste;Cosplay;Jovem adulto;YouTube;Pista;Pix;Confirmado;Masculino;35;65,79;1;65,79;0,00;65,79;31,22;199;25;10;9;Muito positivo
178;2025-04-17;2025;4;Anime Friends;Manaus;AM;Norte;Cosplay;Jovem adulto;YouTube;VIP;Carteira Digital;Confirmado;Não informado;30;411,59;2;823,18;246,95;576,23;347,37;1511;398;139;8;Muito positivo
179;2026-01-05;2026;1;Brasil Game Show;Recife;PE;Nordeste;Games;Adolescente;Instagram;VIP;Cartão Crédito;Confirmado;Feminino;30;433,93;1;433,93;21,70;412,23;266,00;1246;234;90;8;Muito positivo
180;2025-02-01;2025;2;Torneio E-sports;Curitiba;PR;Sul;E-sports;Adulto;Instagram;VIP;Cartão Crédito;Confirmado;Feminino;31;281,66;1;281,66;14,08;267,58;115,03;353;18;10;9;Positivo
181;2025-01-02;2025;1;Torneio E-sports;Rio de Janeiro;RJ;Sudeste;E-sports;Jovem adulto;Google;Camarote;Cartão Crédito;Check-in realizado;Feminino;52;451,35;1;451,35;22,57;428,78;306,95;103;12;3;10;Muito positivo
182;2025-05-31;2025;5;Torneio E-sports;Brasília;DF;Centro-Oeste;Games;Creator/Influencer;YouTube;Pista;Cartão Crédito;Check-in realizado;Feminino;40;104,85;1;104,85;10,48;94,37;70,75;384;86;26;1;Negativo
183;2025-08-16;2025;8;Brasil Game Show;São Paulo;SP;Sudeste;Tecnologia;Adolescente;Instagram;VIP;Pix;Confirmado;Feminino;19;297,04;4;1188,15;59,41;1128,74;819,55;1179;221;45;6;Neutro
184;2025-08-02;2025;8;Torneio E-sports;Rio de Janeiro;RJ;Sudeste;Games;Adulto;Twitch;Camarote;Pix;Confirmado;Feminino;28;744,82;2;1489,64;0,00;1489,64;982,72;523;66;32;6;Positivo
185;2025-03-05;2025;3;CCXP;Florianópolis;SC;Sul;K-pop;Jovem adulto;YouTube;Pista;Pix;Check-in realizado;Feminino;38;69,06;1;69,06;3,45;65,61;42,76;408;102;35;7;Positivo
186;2026-02-06;2026;2;Brasil Game Show;Fortaleza;CE;Nordeste;Games;Adulto;Instagram;Pista;Pix;Confirmado;Feminino;40;109,39;1;109,39;0,00;109,39;77,99;1071;149;57;5;Muito positivo
187;2026-05-08;2026;5;Encontro Cosplay;São Paulo;SP;Sudeste;Games;Adulto;Email Marketing;Pista;Pix;Confirmado;Feminino;20;146,99;3;440,97;0,00;440,97;158,70;188;45;15;10;Muito positivo
188;2025-03-18;2025;3;Torneio E-sports;Goiânia;GO;Centro-Oeste;Games;Jovem adulto;Twitch;Online;Pix;Confirmado;Masculino;54;29,39;3;88,16;0,00;88,16;36,87;582;35;33;7;Positivo
189;2025-05-12;2025;5;CCXP;Belém;PA;Norte;K-pop;Família;Email Marketing;VIP;Cartão Crédito;Confirmado;Feminino;44;557,88;4;2231,51;0,00;2231,51;743,44;52;5;4;9;Muito positivo
190;2025-05-08;2025;5;Maratona Streamer;Florianópolis;SC;Sul;Cosplay;Adolescente;Twitch;Pista;Cartão Crédito;Check-in realizado;Masculino;49;81,88;1;81,88;0,00;81,88;57,82;244;61;23;5;Neutro
191;2025-11-22;2025;11;Lançamento Indie;Porto Alegre;RS;Sul;Games;Adolescente;Twitch;Pista;Carteira Digital;Confirmado;Masculino;34;55,18;3;165,54;0,00;165,54;97,99;1486;150;59;1;Negativo
192;2025-10-30;2025;10;Anime Friends;Campinas;SP;Sudeste;E-sports;Família;TikTok;VIP;Carteira Digital;Confirmado;Masculino;35;203,25;1;203,25;10,16;193,09;87,48;1752;266;144;6;Neutro
193;2025-01-09;2025;1;Torneio E-sports;Campinas;SP;Sudeste;Anime;Adolescente;Email Marketing;Online;Pix;Confirmado;Masculino;43;32,40;2;64,80;0,00;64,80;26,01;51;13;6;2;Negativo
194;2025-02-16;2025;2;Festival K-pop;Goiânia;GO;Centro-Oeste;Cosplay;Família;Google;VIP;Pix;Check-in realizado;Masculino;16;266,13;2;532,26;26,61;505,65;281,86;45;5;2;7;Positivo
195;2025-01-16;2025;1;Encontro Cosplay;Porto Alegre;RS;Sul;Cosplay;Creator/Influencer;YouTube;Pista;Pix;Cancelado;Masculino;28;65,68;1;65,68;0,00;0,00;10,26;1853;429;191;4;Negativo
196;2025-12-10;2025;12;CCXP;Belém;PA;Norte;E-sports;Adulto;Instagram;Pista;Pix;Confirmado;Feminino;35;163,74;1;163,74;8,19;155,55;73,61;138;6;9;9;Muito positivo
197;2025-04-12;2025;4;CCXP;Indaiatuba;SP;Sudeste;Games;Adolescente;Indicação;Camarote;Pix;Confirmado;Não informado;48;354,02;1;354,02;53,10;300,92;224,41;208;19;6;8;Muito positivo
198;2025-05-27;2025;5;Campus Party;Belo Horizonte;MG;Sudeste;Anime;Creator/Influencer;Instagram;VIP;Cartão Crédito;Check-in realizado;Masculino;54;238,61;3;715,84;71,58;644,26;369,88;481;69;46;7;Neutro
199;2025-02-19;2025;2;CCXP;Florianópolis;SC;Sul;K-pop;Adolescente;TikTok;Online;Cartão Crédito;Confirmado;Masculino;29;97,07;1;97,07;9,71;87,36;41,49;551;104;13;6;Positivo
200;2026-02-22;2026;2;Lançamento Indie;Curitiba;PR;Sul;Tecnologia;Jovem adulto;Email Marketing;Online;Cartão Débito;Cancelado;Feminino;31;26,02;1;26,02;0,00;0,00;5,97;53;11;5;1;Negativo
201;2025-11-15;2025;11;Feira Geek Local;Indaiatuba;SP;Sudeste;Games;Jovem adulto;YouTube;Meet & Greet;Pix;Confirmado;Masculino;27;374,87;2;749,73;37,49;712,24;303,76;2109;218;130;9;Positivo
202;2025-04-16;2025;4;Feira Geek Local;Porto Alegre;RS;Sul;Games;Adolescente;Google;Pista;Pix;Check-in realizado;Masculino;15;111,53;1;111,53;22,31;89,22;52,28;70;5;4;4;Neutro
203;2026-01-26;2026;1;Maratona Streamer;Goiânia;GO;Centro-Oeste;Cultura Geek;Jovem adulto;TikTok;Pista;Pix;Check-in realizado;Feminino;17;107,22;1;107,22;21,44;85,78;47,60;2009;358;141;1;Neutro
204;2025-10-17;2025;10;Torneio E-sports;Fortaleza;CE;Nordeste;Cultura Geek;Jovem adulto;TikTok;VIP;Pix;Confirmado;Feminino;28;204,12;1;204,12;0,00;204,12;133,18;530;121;21;8;Positivo
205;2025-09-15;2025;9;Torneio E-sports;Recife;PE;Nordeste;Tecnologia;Jovem adulto;Instagram;Pista;Cartão Crédito;Check-in realizado;Não informado;46;89,57;3;268,72;13,44;255,28;174,03;2390;603;211;6;Neutro
206;2026-02-23;2026;2;Torneio E-sports;Rio de Janeiro;RJ;Sudeste;Games;Família;Google;Meet & Greet;Carteira Digital;Confirmado;Masculino;22;523,65;2;1047,30;104,73;942,57;623,46;292;79;26;9;Muito positivo
207;2026-03-07;2026;3;Torneio E-sports;Porto Alegre;RS;Sul;Anime;Família;TikTok;Meet & Greet;Pix;Confirmado;Masculino;40;456,33;2;912,65;0,00;912,65;607,62;340;42;24;10;Muito positivo
208;2025-10-28;2025;10;Torneio E-sports;Rio de Janeiro;RJ;Sudeste;Games;Família;TikTok;VIP;Cartão Crédito;Confirmado;Não informado;20;483,12;4;1932,48;0,00;1932,48;1313,57;1482;145;56;8;Muito positivo
209;2026-05-02;2026;5;Campus Party;Florianópolis;SC;Sul;Anime;Jovem adulto;Instagram;Pista;Pix;Check-in realizado;Masculino;23;106,34;2;212,67;0,00;212,67;137,81;210;38;14;4;Negativo
210;2025-09-12;2025;9;CCXP;Indaiatuba;SP;Sudeste;Cultura Geek;Jovem adulto;Instagram;Pista;Pix;Confirmado;Não informado;49;62,18;1;62,18;6,22;55,96;31,20;1539;117;37;9;Positivo
211;2025-05-16;2025;5;Brasil Game Show;Campinas;SP;Sudeste;Tecnologia;Jovem adulto;Indicação;Camarote;Pix;Confirmado;Feminino;38;991,32;3;2973,95;297,39;2676,56;1577,29;33;8;3;6;Positivo
212;2025-03-01;2025;3;CCXP;Campinas;SP;Sudeste;Anime;Família;YouTube;Pista;Carteira Digital;Confirmado;Feminino;28;80,36;1;80,36;16,07;64,29;32,77;863;189;37;5;Positivo
213;2026-03-09;2026;3;Feira Geek Local;Belo Horizonte;MG;Sudeste;Quadrinhos;Adolescente;TikTok;Pista;Pix;Check-in realizado;Não informado;26;53,74;1;53,74;0,00;53,74;34,18;377;69;23;9;Muito positivo
214;2025-03-06;2025;3;Festival K-pop;Belém;PA;Norte;K-pop;Adolescente;YouTube;VIP;Pix;Reembolsado;Feminino;38;274,66;1;274,66;0,00;0,00;63,12;535;117;41;5;Positivo
215;2025-07-21;2025;7;Torneio E-sports;Salvador;BA;Nordeste;Cosplay;Adulto;Google;Pista;Cartão Débito;Confirmado;Masculino;26;85,87;1;85,87;8,59;77,28;43,39;113;28;10;5;Muito positivo
216;2026-01-05;2026;1;Festival K-pop;Curitiba;PR;Sul;E-sports;Adulto;Instagram;Pista;Cartão Crédito;Confirmado;Masculino;39;132,10;2;264,20;0,00;264,20;159,64;799;164;44;2;Negativo
217;2026-05-06;2026;5;Festival K-pop;São Paulo;SP;Sudeste;K-pop;Adolescente;Instagram;Pista;Pix;Confirmado;Masculino;36;60,40;3;181,21;0,00;181,21;93,17;1598;107;65;9;Muito positivo
218;2026-04-04;2026;4;Maratona Streamer;Belém;PA;Norte;Anime;Jovem adulto;Twitch;Pista;Pix;Check-in realizado;Masculino;31;128,09;1;128,09;19,21;108,88;45,48;2394;142;88;9;Muito positivo
219;2025-07-09;2025;7;Maratona Streamer;Porto Alegre;RS;Sul;Cultura Geek;Família;Indicação;Pista;Cartão Débito;Confirmado;Feminino;14;132,90;1;132,90;26,58;106,32;68,48;156;19;13;6;Positivo
220;2026-02-15;2026;2;Torneio E-sports;Indaiatuba;SP;Sudeste;Games;Adolescente;Instagram;Meet & Greet;Cartão Crédito;Cancelado;Masculino;54;452,95;1;452,95;45,30;0,00;63,38;270;15;17;4;Negativo
221;2025-05-31;2025;5;CCXP;Florianópolis;SC;Sul;Tecnologia;Adolescente;Email Marketing;VIP;Cartão Crédito;Confirmado;Masculino;36;309,22;3;927,66;46,38;881,28;347,17;124;25;7;7;Positivo
222;2025-03-27;2025;3;Campus Party;Belo Horizonte;MG;Sudeste;K-pop;Adulto;TikTok;VIP;Pix;Check-in realizado;Feminino;52;194,92;2;389,83;19,49;370,34;224,67;407;91;41;9;Positivo
223;2025-03-03;2025;3;Feira Geek Local;Curitiba;PR;Sul;Tecnologia;Adolescente;Twitch;Pista;Cartão Crédito;Check-in realizado;Masculino;38;132,51;2;265,02;39,75;225,27;126,31;304;25;25;5;Muito positivo
224;2026-04-14;2026;4;Anime Friends;Rio de Janeiro;RJ;Sudeste;Anime;Família;TikTok;VIP;Cartão Débito;Check-in realizado;Masculino;33;300,19;2;600,39;0,00;600,39;393,58;748;128;49;8;Positivo
225;2026-01-13;2026;1;Torneio E-sports;Belém;PA;Norte;Games;Creator/Influencer;Instagram;Camarote;Cartão Crédito;Confirmado;Masculino;18;376,79;1;376,79;0,00;376,79;121,69;337;42;22;10;Muito positivo
226;2025-03-07;2025;3;Brasil Game Show;Belém;PA;Norte;E-sports;Família;YouTube;VIP;Cartão Crédito;Check-in realizado;Feminino;54;392,47;1;392,47;19,62;372,85;151,77;234;33;20;10;Positivo
227;2025-08-25;2025;8;Lançamento Indie;São Paulo;SP;Sudeste;Anime;Adolescente;Instagram;Pista;Pix;Check-in realizado;Feminino;47;100,59;1;100,59;0,00;100,59;34,02;839;75;40;7;Neutro
228;2026-03-25;2026;3;Encontro Cosplay;Porto Alegre;RS;Sul;E-sports;Adulto;YouTube;Pista;Pix;Confirmado;Masculino;35;45,10;1;45,10;0,00;45,10;24,53;2267;502;174;9;Muito positivo
229;2025-07-02;2025;7;Maratona Streamer;Brasília;DF;Centro-Oeste;Cultura Geek;Jovem adulto;TikTok;Pista;Boleto;Confirmado;Não informado;47;137,32;1;137,32;13,73;123,59;87,51;1210;155;102;5;Positivo
230;2025-02-11;2025;2;Maratona Streamer;Goiânia;GO;Centro-Oeste;Tecnologia;Adulto;Instagram;Camarote;Cartão Débito;Confirmado;Masculino;17;352,82;3;1058,47;158,77;899,70;442,84;584;105;45;7;Positivo
231;2026-02-02;2026;2;CCXP;Curitiba;PR;Sul;E-sports;Jovem adulto;Indicação;Pista;Pix;Confirmado;Feminino;35;160,58;3;481,74;24,09;457,65;201,59;44;3;1;6;Neutro
232;2025-11-13;2025;11;CCXP;Goiânia;GO;Centro-Oeste;E-sports;Jovem adulto;Instagram;Pista;Boleto;Confirmado;Masculino;30;142,98;4;571,93;28,60;543,33;286,53;3683;264;89;6;Positivo
233;2025-03-16;2025;3;CCXP;Belém;PA;Norte;Tecnologia;Jovem adulto;Indicação;VIP;Cartão Crédito;Confirmado;Feminino;14;312,70;2;625,41;0,00;625,41;441,74;459;66;27;6;Positivo
234;2025-07-24;2025;7;Encontro Cosplay;Campinas;SP;Sudeste;Games;Família;Indicação;Pista;Pix;Confirmado;Feminino;50;94,24;1;94,24;0,00;94,24;53,54;261;19;22;8;Positivo
235;2025-08-23;2025;8;Maratona Streamer;Goiânia;GO;Centro-Oeste;K-pop;Creator/Influencer;YouTube;Pista;Cartão Débito;Check-in realizado;Masculino;50;134,26;2;268,52;0,00;268,52;159,32;768;43;53;1;Negativo
236;2026-01-24;2026;1;Festival K-pop;Manaus;AM;Norte;Cosplay;Creator/Influencer;TikTok;Online;Pix;Confirmado;Feminino;34;54,81;1;54,81;0,00;54,81;33,64;1366;198;60;10;Muito positivo
237;2025-02-08;2025;2;Encontro Cosplay;Curitiba;PR;Sul;Games;Adulto;Instagram;Pista;Pix;Check-in realizado;Feminino;37;47,06;1;47,06;14,12;32,94;17,41;459;72;33;7;Positivo
238;2025-07-05;2025;7;Maratona Streamer;Recife;PE;Nordeste;Anime;Adulto;YouTube;VIP;Boleto;Check-in realizado;Feminino;44;277,40;1;277,40;13,87;263,53;191,90;335;77;26;6;Positivo
239;2025-11-18;2025;11;Feira Geek Local;Florianópolis;SC;Sul;Anime;Jovem adulto;Instagram;Camarote;Cartão Crédito;Check-in realizado;Masculino;26;516,52;2;1033,04;0,00;1033,04;629,82;658;101;55;9;Muito positivo
